axis	row	side	outcome	observation
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|list	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":["[7331]"]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|map	collapse	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":["[7331]"]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|map	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":["{a: 7331}"]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|null	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":[""]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|string-nonnumber	collapse	refused-framed	Option "excludeMethods" of rule "cohesion.lcom" must be a string or a list of strings or null, got a whole number.
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|string-nonnumber	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":["abc"]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|string-number	collapse	refused-framed	Option "excludeMethods" of rule "cohesion.lcom" must be a string or a list of strings or null, got a whole number.
A	form|cli-alias|rules.cohesion.lcom.excludeMethods|string-number	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":["\"7331\""]},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|bool	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|float	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a number.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|int	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a whole number.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|list	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|map	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|null	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got an empty string.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|string-nonnumber	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.excludeReadonly|string-number	value	refused-framed	Option "excludeReadonly" of rule "cohesion.lcom" must be a boolean or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.minMethods	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":7331,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.minMethods	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.minMethods|bool	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a boolean.
A	form|cli-alias|rules.cohesion.lcom.minMethods|float	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a number.
A	form|cli-alias|rules.cohesion.lcom.minMethods|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":7331,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.minMethods|list	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.minMethods|map	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.minMethods|null	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got an empty string.
A	form|cli-alias|rules.cohesion.lcom.minMethods|string-nonnumber	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.minMethods|string-number	value	refused-framed	Option "minMethods" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.warning	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":7331,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":3,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.warning|bool	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a boolean.
A	form|cli-alias|rules.cohesion.lcom.warning|float	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a number.
A	form|cli-alias|rules.cohesion.lcom.warning|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Cohesion\\LcomOptions","enabled":true,"warning":7331,"error":5,"excludeReadonly":true,"minMethods":3,"excludeMethods":null},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.cohesion.lcom.warning|list	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.warning|map	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.warning|null	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got an empty string.
A	form|cli-alias|rules.cohesion.lcom.warning|string-nonnumber	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.cohesion.lcom.warning|string-number	value	refused-framed	Option "warning" of rule "cohesion.lcom" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.error	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":10,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.error	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":10,"error":20},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.error|bool	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a boolean.
A	form|cli-alias|rules.complexity.ccn.callable.error|float	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a number.
A	form|cli-alias|rules.complexity.ccn.callable.error|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":10,"error":7331},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.error|list	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.error|map	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.error|null	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got an empty string.
A	form|cli-alias|rules.complexity.ccn.callable.error|string-nonnumber	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.error|string-number	value	refused-framed	Option "error" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.warning	equivalent	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":7331,"error":20},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.warning	omitted	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":10,"error":20},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.warning|bool	value	refused-framed	Option "warning" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a boolean.
A	form|cli-alias|rules.complexity.ccn.callable.warning|float	value	refused-framed	Option "warning" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a number.
A	form|cli-alias|rules.complexity.ccn.callable.warning|int	value	accepted	{"options":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ComplexityOptions","callable":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\MethodComplexityOptions","enabled":true,"warning":7331,"error":20},"class":{"@":"Qualimetrix\\Analysis\\Evidence\\Complexity\\ClassComplexityOptions","enabled":true,"maxWarning":30,"maxError":50}},"excluded":{"namespace":false,"path":false}}
A	form|cli-alias|rules.complexity.ccn.callable.warning|list	value	refused-framed	Option "warning" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
A	form|cli-alias|rules.complexity.ccn.callable.warning|map	value	refused-framed	Option "warning" of rule "complexity.ccn" at level "callable" must be a whole number or null, got a string.
