idx	rule	top_form	top_yaml	level	block_form	block_yaml	level_keys_declared	level_defaults	live_exit	live_level_findings	live_level_severities	live_sibling_findings	live_refusal	call_level_values	call_level_enabled	call_sibling_enabled	call_refusal	block_written	block_effect	live_vs_block_absent	witness	in_declared_population
377	coupling.cbo	T0_none	(nothing)	namespace	B7_full_band	namespace:; warning: 1; error: 2	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	2	3	{"warning":2,"error":1}	0		{"enabled":true,"warning":1,"error":2,"minClassCount":3}	True	True		{"warning":1,"error":2}	applied	differs (3 vs 0)	live door + call	yes
378	coupling.cbo	T0_none	(nothing)	namespace	B8_threshold_in_block	namespace:; threshold: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	2	3	{"error":3}	0		{"enabled":true,"warning":1,"error":1,"minClassCount":3}	True	True		{"warning":1,"error":1}	applied	differs (3 vs 0)	live door + call	yes
379	coupling.cbo	T0_none	(nothing)	namespace	B9_unknown_key	namespace:; no_such_option: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "namespace". Options at that level: enabled, error, min-cl	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "name	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
380	coupling.cbo	T1_threshold_value	threshold: 500	class	B0_absent	(absent)	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
381	coupling.cbo	T1_threshold_value	threshold: 500	class	B1_tilde	class: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
382	coupling.cbo	T1_threshold_value	threshold: 500	class	B2_empty_map	class: {}	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
383	coupling.cbo	T1_threshold_value	threshold: 500	class	B3_enabled_tilde	class:; enabled: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
384	coupling.cbo	T1_threshold_value	threshold: 500	class	B4_enabled_true	class:; enabled: true	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
385	coupling.cbo	T1_threshold_value	threshold: 500	class	B5_enabled_false	class:; enabled: false	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"enabled":false}	dropped	same (0)	live door (blind here) + call	yes
386	coupling.cbo	T1_threshold_value	threshold: 500	class	B6_half_band	class:; warning: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
387	coupling.cbo	T1_threshold_value	threshold: 500	class	B7_full_band	class:; warning: 1; error: 2	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
388	coupling.cbo	T1_threshold_value	threshold: 500	class	B8_threshold_in_block	class:; threshold: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"scope":"all"}	True	True		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
389	coupling.cbo	T1_threshold_value	threshold: 500	class	B9_unknown_key	class:; no_such_option: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "class". Options at that level: enabled, error, scope, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "clas	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
390	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B0_absent	(absent)	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
391	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B1_tilde	namespace: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
392	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B2_empty_map	namespace: {}	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
393	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B3_enabled_tilde	namespace:; enabled: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
394	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B4_enabled_true	namespace:; enabled: true	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
395	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B5_enabled_false	namespace:; enabled: false	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"enabled":false}	dropped	same (0)	live door (blind here) + call	yes
396	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B6_half_band	namespace:; warning: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"warning":1}	dropped	same (0)	live door (blind here) + call	yes
397	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B7_full_band	namespace:; warning: 1; error: 2	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"warning":1,"error":2}	dropped	same (0)	live door (blind here) + call	yes
398	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B8_threshold_in_block	namespace:; threshold: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":500,"error":500,"minClassCount":3}	True	True		{"warning":1,"error":1}	dropped	same (0)	live door (blind here) + call	yes
399	coupling.cbo	T1_threshold_value	threshold: 500	namespace	B9_unknown_key	namespace:; no_such_option: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "namespace". Options at that level: enabled, error, min-cl	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "name	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
400	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B0_absent	(absent)	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
401	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B1_tilde	class: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
402	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B2_empty_map	class: {}	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
403	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B3_enabled_tilde	class:; enabled: ~	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
404	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B4_enabled_true	class:; enabled: true	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"scope":"all"}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
405	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B5_enabled_false	class:; enabled: false	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	0	{}	0		{"enabled":false,"warning":14,"error":20,"scope":"all"}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
406	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B6_half_band	class:; warning: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	0	10	{"warning":10}	0		{"enabled":true,"warning":1,"error":20,"scope":"all"}	True	True		{"warning":1}	applied	differs (10 vs 0)	live door + call	yes
407	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B7_full_band	class:; warning: 1; error: 2	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	2	10	{"error":6,"warning":4}	0		{"enabled":true,"warning":1,"error":2,"scope":"all"}	True	True		{"warning":1,"error":2}	applied	differs (10 vs 0)	live door + call	yes
408	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B8_threshold_in_block	class:; threshold: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	2	10	{"error":10}	0		{"enabled":true,"warning":1,"error":1,"scope":"all"}	True	True		{"warning":1,"error":1}	applied	differs (10 vs 0)	live door + call	yes
409	coupling.cbo	T2_threshold_tilde	threshold: ~	class	B9_unknown_key	class:; no_such_option: 1	enabled,error,scope,threshold,warning	{"enabled":true,"warning":14,"error":20,"scope":"all"}	3	0	{}	0	Configuration error: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "class". Options at that level: enabled, error, scope, thr	{}			Qualimetrix\Analysis\Configuration\Contract\Refusal\ConfigurationRefusal: Option "noSuchOption" is not an option of rule "coupling.cbo" at level "clas	{"no_such_option":1}	refused	refused	live door (refusal) + call	yes
410	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B0_absent	(absent)	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
411	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B1_tilde	namespace: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
412	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B2_empty_map	namespace: {}	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{}	no-write	n/a (block writes nothing)	live door + call	yes
413	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B3_enabled_tilde	namespace:; enabled: ~	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{"enabled":"~(null)"}	applied	same (0)	live door (blind here) + call	yes
414	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B4_enabled_true	namespace:; enabled: true	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":true,"warning":14,"error":20,"minClassCount":3}	True	True		{"enabled":true}	applied	same (0)	live door (blind here) + call	yes
415	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B5_enabled_false	namespace:; enabled: false	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	0	{}	0		{"enabled":false,"warning":14,"error":20,"minClassCount":3}	False	True		{"enabled":false}	applied	same (0)	live door (blind here) + call	yes
416	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B6_half_band	namespace:; warning: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	0	3	{"warning":3}	0		{"enabled":true,"warning":1,"error":20,"minClassCount":3}	True	True		{"warning":1}	applied	differs (3 vs 0)	live door + call	yes
417	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B7_full_band	namespace:; warning: 1; error: 2	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	2	3	{"warning":2,"error":1}	0		{"enabled":true,"warning":1,"error":2,"minClassCount":3}	True	True		{"warning":1,"error":2}	applied	differs (3 vs 0)	live door + call	yes
418	coupling.cbo	T2_threshold_tilde	threshold: ~	namespace	B8_threshold_in_block	namespace:; threshold: 1	enabled,error,min-class-count,threshold,warning	{"enabled":true,"warning":14,"error":20,"minClassCount":3}	2	3	{"error":3}	0		{"enabled":true,"warning":1,"error":1,"minClassCount":3}	True	True		{"warning":1,"error":1}	applied	differs (3 vs 0)	live door + call	yes
